Date,AVIR,WOLF,TGI,LMND,RLAY,SPR,ZYME,ERAS,BA,GE,SWBI,ACHR,LQDA,ADPT,SANA,HXL,ALLO,NVTS,TXT,ORI,NVDA,AVGO,AMD,QCOM,MU,INTC,MRVL,ALL,LHX,HWM,MCHP,AXON,CINF,L,FNF,SRPT,AIZ,LSCC,LUNR,VKTX,MTG,FAF,CYTK,RXRX,NKTR,RDN,GFS,KTOS,AVXL,TGTX,BWIN,NMIH,FOLD,RKLB,IOVA,CPRX,CCCC,NTLA,BEAM,NVAX,ARDX
2023-01-03,4.809999942779541,67.22000122070312,10.319999694824219,13.729999542236328,15.039999961853027,30.6200008392334,7.539999961853027,4.260000228881836,195.38999938964844,52.943973541259766,8.920000076293945,1.9299999475479126,6.090000152587891,7.800000190734863,3.7300000190734863,58.90999984741211,5.760000228881836,3.609999895095825,70.26000213623047,24.170000076293945,14.3149995803833,55.347999572753906,64.0199966430664,107.19999694824219,50.369998931884766,26.729999542236328,35.9900016784668,136.66000366210938,206.92999267578125,39.060001373291016,69.0999984741211,168.24000549316406,104.01000213623047,58.59000015258789,37.810001373291016,124.83999633789062,127.31999969482422,64.11000061035156,10.0,8.520000457763672,13.109999656677246,53.459999084472656,44.349998474121094,7.550000190734863,2.190000057220459,19.350000381469727,51.70000076293945,10.029999732971191,9.680000305175781,11.569999694824219,24.989999771118164,21.139999389648438,11.930000305175781,3.869999885559082,6.110000133514404,18.059999465942383,6.380000114440918,34.650001525878906,37.31999969482422,9.789999961853027,2.680000066757202
2023-01-04,4.78000020980835,70.13999938964844,10.649999618530273,14.350000381469727,15.979999542236328,33.439998626708984,7.670000076293945,4.440000057220459,203.63999938964844,56.02553939819336,8.890000343322754,2.109999895095825,6.059999942779541,8.010000228881836,4.019999980926514,60.689998626708984,5.800000190734863,3.809999942779541,71.05999755859375,24.18000030517578,14.74899959564209,56.02399826049805,64.66000366210938,111.52999877929688,54.20000076293945,27.68000030517578,36.61000061035156,138.9600067138672,206.92999267578125,39.54999923706055,70.79000091552734,168.75999450683594,106.3499984741211,59.27000045776367,38.54999923706055,124.9800033569336,129.08999633789062,65.47000122070312,10.0,8.420000076293945,13.149999618530273,55.540000915527344,42.70000076293945,7.820000171661377,2.3399999141693115,19.399999618530273,52.90999984741211,10.210000038146973,9.970000267028809,10.720000267028809,26.700000762939453,21.059999465942383,12.029999732971191,4.039999961853027,6.389999866485596,18.549999237060547,6.639999866485596,39.130001068115234,41.20000076293945,11.329999923706055,2.809999942779541
2023-01-05,4.690000057220459,68.93000030517578,10.319999694824219,14.109999656677246,15.510000228881836,32.650001525878906,8.0,4.110000133514404,204.99000549316406,56.895450592041016,8.890000343322754,2.1500000953674316,6.159999847412109,8.079999923706055,3.7300000190734863,60.47999954223633,5.809999942779541,3.630000114440918,70.06999969482422,24.110000610351562,14.265000343322754,55.50199890136719,62.33000183105469,109.4000015258789,54.709999084472656,27.559999465942383,34.68000030517578,139.33999633789062,206.1300048828125,39.31999969482422,69.0999984741211,165.74000549316406,106.66999816894531,59.209999084472656,38.150001525878906,121.61000061035156,126.16000366210938,64.58999633789062,10.029999732971191,8.079999923706055,12.899999618530273,55.189998626708984,42.529998779296875,7.369999885559082,2.390000104904175,18.93000030517578,51.02000045776367,10.279999732971191,9.869999885559082,10.229999542236328,26.559999465942383,20.799999237060547,11.859999656677246,4.170000076293945,6.340000152587891,18.829999923706055,6.510000228881836,38.790000915527344,41.13999938964844,11.710000038146973,2.75
2023-01-06,4.699999809265137,70.56999969482422,9.75,13.869999885559082,15.739999771118164,33.43000030517578,7.650000095367432,4.130000114440918,213.0,57.414207458496094,9.170000076293945,2.299999952316284,5.71999979019165,8.350000381469727,3.630000114440918,61.93000030517578,6.090000152587891,3.819999933242798,71.8499984741211,25.040000915527344,14.859000205993652,58.84299850463867,63.959999084472656,115.33999633789062,56.77000045776367,28.729999542236328,36.099998474121094,141.3699951171875,206.17999267578125,40.459999084472656,72.7699966430664,170.89999389648438,109.73999786376953,60.470001220703125,39.90999984741211,122.2699966430664,128.58999633789062,66.52999877929688,10.050000190734863,8.4399995803833,12.729999542236328,57.5099983215332,43.150001525878906,7.440000057220459,2.4200000762939453,18.709999084472656,52.75,10.550000190734863,10.0,10.800000190734863,27.709999084472656,20.139999389648438,11.779999732971191,4.230000019073486,6.360000133514404,19.600000381469727,6.71999979019165,38.099998474121094,40.380001068115234,11.020000457763672,2.869999885559082
2023-01-09,4.679999828338623,72.77999877929688,9.5,13.65999984741211,15.59000015258789,32.79999923706055,7.539999961853027,3.8299999237060547,208.57000732421875,57.99680709838867,9.460000038146973,2.369999885559082,5.789999961853027,8.65999984741211,3.740000009536743,61.31999969482422,5.929999828338623,4.050000190734863,70.51000213623047,24.239999771118164,15.628000259399414,57.68899917602539,67.23999786376953,114.61000061035156,56.36000061035156,29.309999465942383,36.91999816894531,140.00999450683594,201.07000732421875,40.08000183105469,73.80000305175781,177.4499969482422,108.69000244140625,58.970001220703125,39.459999084472656,117.52999877929688,125.11000061035156,68.6500015258789,10.020000457763672,8.420000076293945,12.710000038146973,56.7400016784668,42.29999923706055,7.519999980926514,2.359999895095825,18.81999969482422,55.380001068115234,10.34000015258789,9.850000381469727,11.649999618530273,28.5,20.059999465942383,11.300000190734863,4.21999979019165,6.150000095367432,19.020000457763672,7.150000095367432,36.38999938964844,38.68000030517578,12.260000228881836,2.7200000286102295
2023-01-10,4.96999979019165,74.2300033569336,9.90999984741211,14.649999618530273,16.030000686645508,32.650001525878906,7.800000190734863,3.75,206.69000244140625,60.07182693481445,9.729999542236328,2.3499999046325684,6.03000020980835,8.930000305175781,3.9200000762939453,61.790000915527344,6.090000152587891,4.070000171661377,70.83999633789062,24.190000534057617,15.909000396728516,57.49300003051758,68.05000305175781,116.91000366210938,57.209999084472656,29.440000534057617,37.0099983215332,141.25999450683594,201.9499969482422,40.54999923706055,75.44999694824219,179.3300018310547,110.51000213623047,59.040000915527344,40.040000915527344,119.12999725341797,126.5199966430664,70.13999938964844,10.020000457763672,9.109999656677246,12.890000343322754,57.290000915527344,43.41999816894531,7.789999961853027,2.4200000762939453,18.969999313354492,55.40999984741211,10.899999618530273,10.390000343322754,12.069999694824219,29.829999923706055,20.549999237060547,11.449999809265137,4.380000114440918,6.159999847412109,19.729999542236328,7.900000095367432,37.810001373291016,39.45000076293945,12.40999984741211,2.9600000381469727
2023-01-11,4.800000190734863,76.9800033569336,10.239999771118164,15.600000381469727,16.649999618530273,33.31999969482422,8.239999771118164,4.050000190734863,208.02999877929688,62.00319290161133,10.039999961853027,2.359999895095825,6.170000076293945,9.390000343322754,4.389999866485596,62.59000015258789,6.550000190734863,4.190000057220459,70.80000305175781,24.299999237060547,16.000999450683594,57.81399917602539,69.05999755859375,118.38999938964844,58.060001373291016,29.850000381469727,38.41999816894531,138.22999572753906,199.91000366210938,40.38999938964844,75.4000015258789,181.42999267578125,109.88999938964844,59.83000183105469,40.849998474121094,120.12999725341797,126.58999633789062,72.08000183105469,10.020000457763672,8.539999961853027,13.069999694824219,58.59000015258789,41.27000045776367,7.920000076293945,2.319999933242798,19.489999771118164,57.06999969482422,10.819999694824219,10.800000190734863,13.119999885559082,31.1299991607666,20.850000381469727,12.020000457763672,4.510000228881836,6.139999866485596,19.809999465942383,8.489999771118164,37.5099983215332,40.880001068115234,11.859999656677246,2.9000000953674316
2023-01-12,4.900000095367432,78.62999725341797,10.34000015258789,16.510000228881836,20.100000381469727,34.689998626708984,8.670000076293945,4.28000020980835,214.32000732421875,62.93695068359375,10.0600004196167,2.6700000762939453,6.489999771118164,9.65999984741211,4.570000171661377,62.95000076293945,7.0,4.5,71.44000244140625,24.239999771118164,16.51099967956543,58.194000244140625,70.80000305175781,121.58999633789062,57.27000045776367,30.290000915527344,39.310001373291016,137.07000732421875,199.75,40.66999816894531,75.23999786376953,184.0800018310547,107.93000030517578,59.880001068115234,41.189998626708984,121.5999984741211,126.0,72.08000183105469,10.03499984741211,8.770000457763672,13.289999961853027,58.68000030517578,42.81999969482422,8.710000038146973,2.4100000858306885,19.670000076293945,58.290000915527344,11.069999694824219,11.210000038146973,13.199999809265137,31.09000015258789,21.399999618530273,12.850000381469727,4.829999923706055,6.480000019073486,20.969999313354492,9.020000457763672,38.209999084472656,43.369998931884766,11.800000190734863,2.9700000286102295
2023-01-13,4.929999828338623,79.87000274658203,10.15999984741211,16.389999389648438,20.770000457763672,34.38999938964844,10.039999961853027,4.159999847412109,214.1300048828125,64.00638580322266,10.25,2.5999999046325684,6.449999809265137,9.9399995803833,4.730000019073486,62.970001220703125,7.059999942779541,4.579999923706055,70.25,24.399999618530273,16.89900016784668,57.900001525878906,71.0,120.23999786376953,56.93000030517578,30.110000610351562,40.66999816894531,138.97000122070312,197.16000366210938,40.75,74.91999816894531,188.1300048828125,108.75,60.220001220703125,41.29999923706055,126.69999694824219,128.75,72.62000274658203,10.039999961853027,8.949999809265137,13.25,58.959999084472656,42.459999084472656,8.699999809265137,2.5199999809265137,19.690000534057617,59.13999938964844,10.850000381469727,10.579999923706055,13.630000114440918,31.649999618530273,21.5,12.829999923706055,4.96999979019165,6.349999904632568,21.049999237060547,8.539999961853027,37.63999938964844,43.2400016784668,12.289999961853027,3.1600000858306885
2023-01-17,4.920000076293945,80.91999816894531,9.960000038146973,16.559999465942383,20.450000762939453,33.689998626708984,10.0,4.019999980926514,211.41000366210938,64.23783111572266,10.390000343322754,2.5799999237060547,6.440000057220459,10.109999656677246,4.71999979019165,62.36000061035156,6.949999809265137,4.599999904632568,69.37999725341797,24.139999389648438,17.70199966430664,57.92399978637695,71.58999633789062,120.27999877929688,56.849998474121094,29.600000381469727,41.029998779296875,135.52000427246094,194.64999389648438,40.61000061035156,74.48999786376953,184.47000122070312,106.19000244140625,59.349998474121094,40.91999816894531,130.0,128.0,73.08999633789062,10.085000038146973,9.180000305175781,13.34000015258789,58.5,42.720001220703125,9.180000305175781,2.490000009536743,19.799999237060547,59.040000915527344,10.970000267028809,10.460000038146973,12.880000114440918,30.950000762939453,21.450000762939453,12.420000076293945,5.480000019073486,6.429999828338623,20.139999389648438,7.860000133514404,37.04999923706055,44.45000076293945,12.4399995803833,3.309999942779541
